id,lclas,mlsfc,fclt_name,ctprvn_nm,sgnr_nm,legaldong_cd,legalemd_nm,adstrd_cd,adstrd_nm,rdnmaddr_cd,rdnm_addr,zip_cd,grid_cd,x_cd,y_cd,buld_totar,usemem_nm,infl_factor,file_name,base_ymd
KCCSBIZ21N000000001,문화시설,공공도서관,서울특별시교육청강남도서관,서울특별시,강남구,1168010500,삼성동,1168059000,삼성2동,116803122006,서울특별시 강남구 선릉로116길 45,6093,다사599461,37.5136843,127.0468388,1631,536553,0.0030397742627475757,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000002,문화시설,공공도서관,서울특별시교육청개포도서관,서울특별시,강남구,1168010300,개포동,1168067000,개포2동,116803122006,서울특별시 강남구 선릉로4길 30,6327,다사614427,37.4830794,127.063867,2377,917565,0.002590552167966302,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000003,문화시설,공공도서관,서울특별시교육청강동도서관,서울특별시,강동구,1174010500,길동,1174068500,길동,117404172235,서울특별시 강동구 양재대로116길 57,5344,다사685488,37.538083,127.1435009,3082,949202,0.0032469379541973154,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000004,문화시설,공공도서관,서울특별시교육청고덕평생학습관,서울특별시,강동구,1174010200,고덕동,1174056000,고덕2동,117403124001,서울특별시 강동구 고덕로 295,5225,다사697508,37.5561204,127.1580394,3854,942287,0.0040900489978106455,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000005,문화시설,공공도서관,서울특별시교육청강서도서관,서울특별시,강서구,1150010200,등촌동,1150053000,등촌2동,115004145312,서울특별시 강서구 등촌로51나길 29,7669,다사434500,37.547903,126.8599277,4024,959438,0.0041941219755732,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000006,문화시설,공공도서관,서울특별시교육청고척도서관,서울특별시,구로구,1153010600,고척동,1153073000,고척2동,115304148171,서울특별시 구로구 고척로45길 31,8239,다사428453,37.5053474,126.8530522,5438,1186981,0.004581370721182563,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000007,문화시설,공공도서관,서울특별시교육청구로도서관,서울특별시,구로구,1153010200,구로동,1153056000,구로5동,115303116004,서울특별시 구로구 공원로 15,8298,다사462445,37.4986572,126.8915437,2538,911082,0.002785698762570219,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000008,문화시설,공공도서관,서울특별시교육청노원평생학습관,서울특별시,노원구,1135010600,중계동,1135062500,중계2.3동,113504130199,서울특별시 노원구 동일로204길 13,1783,다사618600,37.6395139,127.0678213,4223,1440026,0.002932585939420538,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000009,문화시설,공공도서관,서울특별시교육청도봉도서관,서울특별시,도봉구,1132010500,쌍문동,1132066000,쌍문1동,113203005041,서울특별시 도봉구 삼양로 556,1368,다사570615,37.6525475,127.0127722,2743,739479,0.003709368352583373,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000010,문화시설,공공도서관,서울특별시교육청동대문도서관,서울특별시,동대문구,1123010100,신설동,1123053600,용신동,112304115545,서울특별시 동대문구 천호대로4길 22,2586,다사579528,37.5738566,127.0241852,4352,719971,0.006044687911040862,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000011,문화시설,공공도서관,서울특별시교육청동작도서관,서울특별시,동작구,1159010100,노량진동,1159052000,노량진2동,115903119008,서울특별시 동작구 장승배기로 94,6925,다사505453,37.5059685,126.9401029,1974,801189,0.0024638381205932683,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000012,문화시설,공공도서관,서울특별시교육청마포평생학습관,서울특별시,마포구,1144010100,아현동,1144056500,공덕동,114404139616,서울특별시 마포구 마포대로 224,4202,다사520506,37.5538442,126.9572208,9716,1240706,0.007831025238855942,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000013,문화시설,공공도서관,서울특별시교육청마포평생학습관 아현분관,서울특별시,마포구,1144010100,아현동,1144056500,공덕동,114402113001,서울특별시 마포구 마포대로 224,4202,다사520506,37.5538442,126.9572208,1808,544420,0.003320965431100988,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000014,문화시설,공공도서관,서울특별시교육청서대문도서관,서울특별시,서대문구,1141010900,현저동,1141052000,천연동,114103112015,서울특별시 서대문구 독립문공원길 80,3732,다사519527,37.5729543,126.955549,3763,1186097,0.0031725904373756954,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000015,문화시설,공공도서관,서울특별시교육청송파도서관,서울특별시,송파구,1171011200,오금동,1171057000,오금동,117103000034,서울특별시 송파구 동남로 263,5725,다사677445,37.4999954,127.1348515,8260,1838885,0.004491852399687854,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000016,문화시설,공공도서관,서울특별시교육청양천도서관,서울특별시,양천구,1147010200,목동,1147055000,목5동,114703114003,서울특별시 양천구 목동서로 113,7988,다사448484,37.5335602,126.8762308,6864,1610741,0.004261392737876542,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000017,문화시설,공공도서관,서울특별시교육청영등포평생학습관,서울특별시,영등포구,1156011700,당산동,1156056000,당산2동,115604154415,서울특별시 영등포구 버드나루로15길 10,7229,다사476475,37.5259916,126.9072622,6805,898958,0.007569875344565597,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000018,문화시설,공공도서관,서울특별시교육청남산도서관,서울특별시,용산구,1117010100,후암동,1117051000,후암동,111703101018,서울특별시 용산구 소월로 109,4340,다사542504,37.5525564,126.9821581,9410,1072250,0.008775938447190487,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000019,문화시설,공공도서관,서울특별시교육청용산도서관,서울특별시,용산구,1117010100,후암동,1117051000,후암동,111703102002,서울특별시 용산구 두텁바위로 160,4328,다사540504,37.5520064,126.9801413,6946,970050,0.0071604556466161534,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000020,문화시설,공공도서관,서울특별시교육청어린이도서관,서울특별시,종로구,1111011500,사직동,1111053000,사직동,111104100137,서울특별시 종로구 사직로9길 7,3027,다사530531,37.5762858,126.9682319,3797,1027215,0.0036964024084539266,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000021,문화시설,공공도서관,서울특별시교육청정독도서관,서울특별시,종로구,1111014300,화동,1111054000,삼청동,111104100112,서울특별시 종로구 북촌로5길 48,3055,다사544536,37.5812655,126.9838701,13266,1584679,0.008371411497218048,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000022,문화시설,공공도서관,서울특별시교육청종로도서관,서울특별시,종로구,1111011500,사직동,1111053000,사직동,111104100137,서울특별시 종로구 사직로9길 15-14,3027,다사528531,37.5764497,126.9664668,3543,1163219,0.0030458580886316335,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000023,문화시설,공공도서관,명성교회도서관,서울특별시,강동구,1174010100,명일동,1174053000,명일1동,117404172138,서울특별시 강동구 상암로51길 8,5294,다사687497,37.5469077,127.1462752,2819,180977,0.015576564977870116,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000024,문화시설,공공도서관,가락몰도서관,서울특별시,송파구,1171010700,가락동,1171063100,가락1동,117102000006,서울특별시 송파구 양재대로 932,5699,다사654439,37.4945377,127.1087136,806,94835,0.008498971898560657,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000025,문화시설,공공도서관,지샘터 올림픽공원도서관,서울특별시,송파구,1171011100,방이동,1171056600,오륜동,117103123023,서울특별시 송파구 올림픽로 424,5540,다사660468,37.5203397,127.1155179,278,37386,0.007435938586636709,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000026,문화시설,공공도서관,4.19 혁명기념 도서관,서울특별시,종로구,1111017700,평동,1111058000,교남동,111103005004,서울특별시 종로구 새문안로 17,3181,다사529521,37.5674449,126.9676938,7301,9000,0.8112222222222222,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000027,문화시설,공공도서관,한국학생도서관,서울특별시,중구,1114013600,묵정동,1114058000,장충동,111404103105,서울특별시 중구 동호로27길 30,4618,다사560513,37.560704,127.0021509,595,3200,0.1859375,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000028,문화시설,공공도서관,강남 역삼 푸른솔 도서관,서울특별시,강남구,1168010100,역삼동,1168064000,역삼1동,116803122010,서울특별시 강남구 테헤란로8길 36,6240,다사586442,37.4964992,127.0320288,394,252960,0.0015575585072738773,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000029,문화시설,공공도서관,강남구립못골도서관,서울특별시,강남구,1168011200,자곡동,1168070000,세곡동,116803122014,서울특별시 강남구 자곡로 116,6373,다사643414,37.4715379,127.0965824,1057,256226,0.004125264415008626,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000030,문화시설,공공도서관,논현도서관,서울특별시,강남구,1168010800,논현동,1168053100,논현2동,282004259715,서울특별시 강남구 학동로43길 17,6058,다사591465,37.5172831,127.0372042,450,366719,0.0012270975869807673,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000031,문화시설,공공도서관,대치도서관,서울특별시,강남구,1168010600,대치동,1168061000,대치2동,116803122005,서울특별시 강남구 삼성로 212,6284,다사616445,37.4996158,127.0659154,570,557278,0.001022828821521754,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000032,문화시설,공공도서관,도곡정보문화도서관,서울특별시,강남구,1168011800,도곡동,1168065500,도곡1동,116804166217,서울특별시 강남구 도곡로18길 57,6269,다사592433,37.4883103,127.0388804,2930,1197046,0.002447692068642308,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000033,문화시설,공공도서관,못골한옥어린이도서관,서울특별시,강남구,1168011200,자곡동,1168070000,세곡동,116803122014,서울특별시 강남구 자곡로7길 3,6372,다사646416,37.4733062,127.0997279,372,85436,0.0043541364296081275,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000034,문화시설,공공도서관,역삼도서관,서울특별시,강남구,1168010100,역삼동,1168064000,역삼1동,116804166663,서울특별시 강남구 역삼로7길 16,6244,다사587441,37.4953732,127.0332838,396,266570,0.0014855385077090445,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000035,문화시설,공공도서관,정다운도서관,서울특별시,강남구,2826010700,심곡동,2826053000,연희동,282604268377,인천광역시 서구 서곶로314번길 16,22714,다사275500,37.5466618,126.6800696,307,327155,0.0009383931164127096,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000036,문화시설,공공도서관,즐거운도서관,서울특별시,강남구,1168010600,대치동,1168063000,대치4동,116803122012,서울특별시 강남구 도곡로77길 23,6204,다사609445,37.4997297,127.0578495,325,496619,0.0006544252233603628,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000037,문화시설,공공도서관,청담도서관,서울특별시,강남구,1168010400,청담동,1168056500,청담동,116803122007,서울특별시 강남구 압구정로79길 26,6012,다사601474,37.5250921,127.0492911,348,115005,0.003025955393243772,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000038,문화시설,공공도서관,행복한도서관,서울특별시,강남구,1168010600,대치동,1168061000,대치2동,116802122002,서울특별시 강남구 영동대로65길 24,6187,다사614448,37.5023043,127.0641877,434,463822,0.0009357037829167224,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000039,문화시설,공공도서관,강동구립강일도서관,서울특별시,강동구,1174011000,강일동,1174051500,강일동,117404172211,서울특별시 강동구 아리수로93길 9-14,5211,다사712517,37.565041,127.1739072,1207,461763,0.002613895006745885,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000040,문화시설,공공도서관,강동구립성내도서관,서울특별시,강동구,1174010800,성내동,1174066000,성내3동,117403124007,서울특별시 강동구 성안로 106-1,5374,다사676482,37.5328455,127.133343,1035,391036,0.00264681512699598,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000041,문화시설,공공도서관,강동구립암사도서관,서울특별시,강동구,1174010700,암사동,1174057000,암사1동,117404172015,서울특별시 강동구 고덕로20길 42,5253,다사676504,37.552833,127.1333655,1759,765492,0.0022978685603507287,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000042,문화시설,공공도서관,강동구립천호도서관,서울특별시,강동구,1174010900,천호동,1174062000,천호3동,117403124007,서울특별시 강동구 성안로31마길 1,5332,다사676490,37.5405232,127.1340815,929,416533,0.0022303154852076545,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000043,문화시설,공공도서관,강동구립해공도서관,서울특별시,강동구,1174010900,천호동,1174061000,천호2동,117403123023,서울특별시 강동구 올림픽로 702,5324,다사669495,37.5443793,127.1264171,1767,579424,0.003049580272822665,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000044,문화시설,공공도서관,강북문화정보도서관,서울특별시,강북구,1130510200,번동,1130560300,번2동,113053108004,서울특별시 강북구 오현로 145,1151,다사590585,37.6251154,127.0360797,5574,644425,0.008649571323272685,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000045,문화시설,공공도서관,강북청소년문화정보도서관,서울특별시,강북구,1130510100,미아동,1130555500,송천동,113054124260,서울특별시 강북구 삼양로54길 68,1167,다사577582,37.6230814,127.0215555,1777,85171,0.02086390907703326,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000046,문화시설,공공도서관,미아문화정보도서관,서울특별시,강북구,1130510100,미아동,1130553500,미아동,113054124341,서울특별시 강북구 솔매로49길 14,1133,다사582587,37.6270913,127.0269751,751,116718,0.006434311759968471,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000047,문화시설,공공도서관,삼각산어린이도서관,서울특별시,강북구,1130510100,미아동,1130557500,삼각산동,113054124223,서울특별시 강북구 삼양로19길 34,1199,다사577574,37.6151482,127.0207421,996,64711,0.015391509944213504,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000048,문화시설,공공도서관,솔샘문화정보도서관,서울특별시,강북구,1130510100,미아동,1130553400,삼양동,113053005042,서울특별시 강북구 솔샘로 177,1187,다사569580,37.6204777,127.0124025,944,112013,0.008427593225786293,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000049,문화시설,공공도서관,송중문화정보도서관,서울특별시,강북구,1130510100,미아동,1130554500,송중동,113054124080,서울특별시 강북구 도봉로20나길 6,1165,다사585577,37.6183131,127.0299376,511,40769,0.012534033211508745,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000050,문화시설,공공도서관,수유문화정보도서관,서울특별시,강북구,1130510300,수유동,1130561500,수유1동,113053005041,서울특별시 강북구 삼양로 299,1103,다사574590,37.6300516,127.0175594,951,76320,0.012460691823899372,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000051,문화시설,공공도서관,강서구립 곰달래도서관,서울특별시,강서구,1150010300,화곡동,1150059300,화곡8동,115003115001,서울특별시 강서구 강서로5길 50,7781,다사424479,37.52906,126.8488982,1747,234737,0.007442371675534748,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000052,문화시설,공공도서관,강서구립 등빛도서관,서울특별시,강서구,1150010200,등촌동,1150053500,등촌3동,115004145076,서울특별시 강서구 강서로62길 48,7585,다사419516,37.5624551,126.8423748,2282,319878,0.007133969825996161,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000053,문화시설,공공도서관,강서구립가양도서관,서울특별시,강서구,1150010300,화곡동,1150061500,우장산동,115003115008,서울특별시 강서구 양천로61길 101,7690,다사419516,37.5594278,126.865303,3014,409187,0.007365825405010423,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000054,문화시설,공공도서관,강서구립우장산숲속도서관,서울특별시,강서구,1150010300,화곡동,1150061500,우장산동,115003115010,서울특별시 강서구 우현로 34,7690,다사418500,37.5482886,126.8418363,580,168870,0.0034345946586131345,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000055,문화시설,공공도서관,강서길꽃어린이도서관,서울특별시,강서구,1150010900,방화동,1150064100,방화3동,115004145239,서울특별시 강서구 금낭화로24길 5,7511,다사393534,37.578719,126.8136575,757,346354,0.002185625111879753,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000056,문화시설,공공도서관,강서꿈꾸는어린이도서관,서울특별시,강서구,1150010100,염창동,1150051000,염창동,115002005007,서울특별시 강서구 공항대로 615,7558,다사446499,37.5473372,126.8733192,855,219894,0.0038882370596742067,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000057,문화시설,공공도서관,강서영어도서관,서울특별시,강서구,1150010300,화곡동,1150057000,화곡4동,115003005063,서울특별시 강서구 곰달래로57가길 26,7740,다사435485,37.5346853,126.8608015,439,86546,0.005072447022392716,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000058,문화시설,공공도서관,강서푸른들청소년도서관,서울특별시,강서구,1150010300,화곡동,1150056000,화곡3동,115003115001,서울특별시 강서구 강서로45다길 71,7709,다사412496,37.5446697,126.8351791,708,194074,0.0036480929954553418,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000059,문화시설,공공도서관,글빛정보도서관,서울특별시,관악구,1162010100,봉천동,1162054500,청림동,116204160018,서울특별시 관악구 관악로30길 23,8734,다사522431,37.4862432,126.9596703,694,245433,0.002827655612733414,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000060,문화시설,공공도서관,성현동작은도서관,서울특별시,관악구,1162010100,봉천동,1162056500,성현동,116203120001,서울특별시 관악구 관악로37길 56,8726,다사519432,37.487313,126.9561835,329,48857,0.006733937818531633,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000061,문화시설,공공도서관,은천동작은도서관,서울특별시,관악구,1162010100,봉천동,1162060500,은천동,116203005083,서울특별시 관악구 봉천로33나길 30,8750,다사507430,37.4853046,126.9424095,457,71223,0.006416466590848462,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000062,문화시설,공공도서관,조원도서관,서울특별시,관악구,1162010200,신림동,1162072500,조원동,116204160685,서울특별시 관악구 조원로12길 25,8766,다사476427,37.4825633,126.9077947,753,76232,0.009877741630811208,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000063,문화시설,공공도서관,광진정보도서관,서울특별시,광진구,1121510400,광장동,1121581000,광장동,112153000002,서울특별시 광진구 아차산로78길 90,4969,다사656502,37.5510729,127.1106155,7283,1554970,0.004683691646784182,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000064,문화시설,공공도서관,구의제3동도서관,서울특별시,광진구,1121510300,구의동,1121587000,구의3동,112153104001,서울특별시 광진구 강변역로 17,5047,다사639488,37.5379934,127.0919847,307,179295,0.0017122619147215484,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000065,문화시설,공공도서관,자양제4동도서관,서울특별시,광진구,1121510500,자양동,1121584700,자양4동,112154112246,서울특별시 광진구 뚝섬로26길 58,5084,다사616483,37.5340978,127.0662584,333,144023,0.0023121307013463125,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000066,문화시설,공공도서관,중곡문화체육센터도서관,서울특별시,광진구,1121510100,중곡동,1121576000,중곡3동,112153104007,서울특별시 광진구 능동로 433,4904,다사633521,37.5677792,127.0848024,2032,464158,0.004377819621766726,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000067,문화시설,공공도서관,개봉도서관,서울특별시,구로구,1153010700,개봉동,1153076000,개봉3동,115304148151,서울특별시 구로구 개봉로16길 30-11,8333,다사432435,37.4895249,126.857976,521,186262,0.0027971352181335968,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000068,문화시설,공공도서관,개봉어린이도서관,서울특별시,구로구,1153010700,개봉동,1153074000,개봉1동,115304148151,서울특별시 구로구 경인로 318-15,8274,다사430443,37.4967434,126.8559112,492,58724,0.008378175873578093,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000069,문화시설,공공도서관,구로구립 온누리도서관,서울특별시,구로구,1153010200,구로동,1153053000,구로2동,115303116005,서울특별시 구로구 구로중앙로27나길 9,8283,다사457444,37.4974619,126.8865543,460,51495,0.008932906107389067,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000070,문화시설,공공도서관,구로꿈나무도서관,서울특별시,구로구,1153010200,구로동,1153055000,구로4동,115303005070,서울특별시 구로구 구로동로26길 54,8311,다사457435,37.4898803,126.8865602,638,63020,0.010123770231672486,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000071,문화시설,공공도서관,궁동어린이도서관,서울특별시,구로구,1153010900,궁동,1153079000,수궁동,115303000022,서울특별시 구로구 오리로 1352,8249,다사407449,37.5022114,126.8292615,659,79021,0.008339555308082662,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000072,문화시설,공공도서관,글마루한옥어린이도서관,서울특별시,구로구,1153010700,개봉동,1153074000,개봉1동,115303116003,서울특별시 구로구 고척로27바길 7,8243,다사421454,37.5069156,126.845637,441,44180,0.009981892258940698,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000073,문화시설,공공도서관,꿈마을 도서관,서울특별시,구로구,1153010200,구로동,1153054000,구로3동,115304148331,서울특별시 구로구 디지털로27다길 65,8372,다사460432,37.4871432,126.8901547,476,67402,0.00706210498204801,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000074,문화시설,공공도서관,하늘도서관,서울특별시,구로구,1153010200,구로동,1153053000,구로2동,115304148200,서울특별시 구로구 구로동로13길 68,8317,다사453433,37.4873774,126.8813503,690,97664,0.007065039318479686,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000075,문화시설,공공도서관,금천구립가산도서관,서울특별시,금천구,1154510100,가산동,1154551000,가산동,115454151003,서울특별시 금천구 가산로5길 43,8521,다사462417,37.4734915,126.8921298,2215,344742,0.006425094708506651,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000076,문화시설,공공도서관,금천구립금나래도서관,서울특별시,금천구,1154510300,시흥동,1154567000,시흥1동,115454151335,서울특별시 금천구 시흥대로73길 70,8611,다사465399,37.4570657,126.8960369,918,544792,0.0016850467701434676,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000077,문화시설,공공도서관,금천구립독산도서관,서울특별시,금천구,1154510200,독산동,1154564000,독산4동,115454151121,서울특별시 금천구 독산로54길 114,8560,다사476410,37.4675802,126.9081059,2205,365793,0.006027999442307534,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000078,문화시설,공공도서관,금천구립시흥도서관,서울특별시,금천구,1154510300,시흥동,1154568000,시흥2동,115453000024,서울특별시 금천구 금하로 764,8645,다사482390,37.4496319,126.9146119,2190,458529,0.004776142839384205,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000079,문화시설,공공도서관,공릉행복발전소,서울특별시,노원구,1135010300,공릉동,1135059500,공릉1동,113504130175,서울특별시 노원구 동일로179길 22,1857,다사622581,37.6220478,127.0727758,691,173083,0.003992304270205624,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000080,문화시설,공공도서관,노원어린이도서관,서울특별시,노원구,1135010600,중계동,1135062400,중계4동,113503110009,서울특별시 노원구 한글비석로 346,1715,다사626621,37.6579494,127.0763791,1275,393841,0.003237347051221178,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000081,문화시설,공공도서관,노원정보도서관,서울특별시,노원구,1135010500,상계동,1135072000,상계10동,113504130082,서울특별시 노원구 노원로34길 43,1678,다사616624,37.6610997,127.0650096,6526,1367458,0.004772358639168442,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000082,문화시설,공공도서관,불암도서관,서울특별시,노원구,1135010600,중계동,1135061900,중계본동,113503110007,서울특별시 노원구 중계로8길 20,1728,다사632607,37.6453608,127.0832181,1963,200949,0.009768647766348676,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000083,문화시설,공공도서관,상계문화정보도서관,서울특별시,노원구,1135010500,상계동,1135063000,상계1동,113504130252,서울특별시 노원구 동일로243길 57,1605,다사604644,37.6785285,127.0519412,2466,302671,0.008147460443848271,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000084,문화시설,공공도서관,월계문화정보도서관,서울특별시,노원구,1135010200,월계동,1135057000,월계2동,113503107018,서울특별시 노원구 월계로 319,1880,다사608588,37.6286377,127.0561228,1963,446232,0.0043990569927750585,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000085,문화시설,공공도서관,월계어린이도서관,서울특별시,노원구,1135010200,월계동,1135056000,월계1동,113503107018,서울특별시 노원구 월계로42길 9,1884,다사603584,37.6242648,127.0507921,559,6002,0.0931356214595135,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000086,문화시설,공공도서관,한내지혜의 숲 도서관,서울특별시,노원구,1135010200,월계동,1135058000,월계3동,113503109006,서울특별시 노원구 마들로 86,1912,다사619583,37.6235889,127.0687828,359,47933,0.0074896209292136945,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000087,문화시설,공공도서관,향기나무도서관,서울특별시,노원구,1135010600,중계동,1135062500,중계2.3동,113503110002,서울특별시 노원구 노원로 331,1786,다사619608,37.6465087,127.0690101,264,41753,0.006322898953368621,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000088,문화시설,공공도서관,화랑도서관,서울특별시,노원구,1135010300,공릉동,1135060000,공릉2동,437504535432,서울특별시 노원구 노원로1나길 10,1823,다사632580,37.6215198,127.0830491,937,67992,0.01378103306271326,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000089,문화시설,공공도서관,도봉기적의도서관,서울특별시,도봉구,1132010800,도봉동,1132052200,도봉2동,113203109006,서울특별시 도봉구 마들로 797,1320,다사603646,37.680803,127.0501327,1489,98036,0.01518829817618018,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000090,문화시설,공공도서관,도봉문화정보도서관,서울특별시,도봉구,1132010700,창동,1132051100,창1동,113203000004,서울특별시 도봉구 덕릉로 315,1485,다사597606,37.6446909,127.0437683,3216,481079,0.006684972738365216,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000091,문화시설,공공도서관,도봉아이나라도서관,서울특별시,도봉구,1132010700,창동,1132051400,창4동,113204127032,서울특별시 도봉구 노해로69길 151,1411,다사602622,37.6590468,127.049507,1498,203236,0.007370741404081954,KC_596_CLT_STATN_BIZAEA_2021,20200101
KCCSBIZ21N000000092,문화시설,공공도서관,둘리도서관,서울특별시,도봉구,1132010500,쌍문동,1132066000,쌍문1동,113204127254,서울특별시 도봉구 시루봉로1길 6,1376,다사583615,37.6524299,127.0276385,343,45873,0.007477165217012186,KC_596_CLT_STATN_BIZAEA_2021,20200101
