category_code,model_name,regist_country,create_dt_utc,device_id,event_type,mon_data,State,Remain_Time_H,Remain_Time_M,Initial_Time_H,Initial_Time_M,APCourse,Error,SoilLevel,SpinSpeed,WaterTemp,RinseCount,DryLevel,Reserve_Time_H,Reserve_Time_M,FreshCare,ChildLock,Steam,RemoteStart,TurboShot,InitialBit,PreState,SmartCourse,TCLCount,OPCourse,LoadLevel
201,LG_WM_KR,KR,16/11/2017 12:35,A2,WM_WASH_END,PAAAAAAAAAAAAAAAAAAABAABtSg9OQ4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,57,14,0
201,LG_WM_KR,KR,16/11/2017 12:39,A2,COMMON_WIFI_ON,FAAnACcBAAIEAwIAAAAAhAAAADw9OQ4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,60,61,57,14,0
201,LG_WM_KR,KR,16/11/2017 12:40,A2,WM_STATE,FwAnACcBAAIEAwIAAAAAhAAAABQ9OQ4B,23,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,20,61,57,14,1
201,LG_WM_KR,KR,16/11/2017 12:53,A2,WM_STATE,HgAYACcBAAAEAAIAAAAAhAABSxc9OQ4B,30,0,24,0,39,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,23,61,57,14,1
201,LG_WM_KR,KR,16/11/2017 13:08,A2,WM_STATE,KAAIACcBAAAEAAAAAAAAhAABZR49OQ4B,40,0,8,0,39,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,61,57,14,1
201,LG_WM_KR,KR,16/11/2017 13:17,A2,WM_STATE,PAAAAAAAAAAAAAAAAAAABAABeSg9Og4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,58,14,0
201,LG_WM_KR,KR,16/11/2017 13:17,A2,WM_WASH_END,PAAAAAAAAAAAAAAAAAAABAABeSg9Og4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,58,14,0
201,LG_WM_KR,KR,16/11/2017 13:23,A2,COMMON_WIFI_ON,FAAnACcBAAIEAwIAAAAAhAAAADw9Og4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,60,61,58,14,0
201,LG_WM_KR,KR,16/11/2017 13:24,A2,WM_STATE,FwAnACcBAAIEAwIAAAAAhAAAABQ9Og4B,23,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,20,61,58,14,1
201,LG_WM_KR,KR,16/11/2017 13:36,A2,WM_STATE,HgAYACcBAAAEAAIAAAAAhAABRxc9Og4B,30,0,24,0,39,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,23,61,58,14,1
201,LG_WM_KR,KR,16/11/2017 13:51,A2,WM_STATE,KAAIACcBAAAEAAAAAAAAhAABZB49Og4B,40,0,8,0,39,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,61,58,14,1
201,LG_WM_KR,KR,16/11/2017 14:00,A2,WM_STATE,PAAAAAAAAAAAAAAAAAAABAABdyg9Ow4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,59,14,0
201,LG_WM_KR,KR,16/11/2017 14:00,A2,WM_WASH_END,PAAAAAAAAAAAAAAAAAAABAABdyg9Ow4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,59,14,0
201,LG_WM_KR,KR,17/11/2017 6:13,A2,COMMON_WIFI_ON,AAAAAAAAAAAAAAAAAAAAAAAAAAA9Ow4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,59,14,0
201,LG_WM_KR,KR,17/11/2017 6:13,A2,WM_STATE,FAAnACcBAAIEAwIAAAAAgAAAAAA9Ow4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,61,59,14,0
201,LG_WM_KR,KR,17/11/2017 6:13,A2,WM_WASH_BEGIN,FAAnACcBAAIEAwIAAAAAgAAAAAA9Ow4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,61,59,14,0
201,LG_WM_KR,KR,17/11/2017 6:13,A2,WM_STATE,FwAnACcBAAIEAwIAAAAAhAAAABQ9Ow4B,23,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,20,61,59,14,1
201,LG_WM_KR,KR,17/11/2017 6:27,A2,WM_STATE,HgAYACcBAAAEAAIAAAAAhAABiBc9Ow4B,30,0,24,0,39,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,23,61,59,14,1
201,LG_WM_KR,KR,17/11/2017 6:42,A2,WM_STATE,KAAIACcBAAAEAAAAAAAAhAABqB49Ow4B,40,0,8,0,39,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,61,59,14,1
201,LG_WM_KR,KR,17/11/2017 6:51,A2,WM_STATE,PAAAAAAAAAAAAAAAAAAABAABuyg9Hg4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,30,14,0
201,LG_WM_KR,KR,17/11/2017 6:51,A2,WM_WASH_END,PAAAAAAAAAAAAAAAAAAABAABuyg9Hg4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,30,14,0
201,LG_WM_KR,KR,17/11/2017 11:41,A2,COMMON_WIFI_ON,FAAnACcBAAIEAwIAAAAAhAAAAFE9Hg4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,81,61,30,14,0
201,LG_WM_KR,KR,17/11/2017 11:42,A2,WM_STATE,FwAnACcBAAIEAwIAAAAAhAAAABQ9Hg4B,23,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,20,61,30,14,1
201,LG_WM_KR,KR,17/11/2017 11:57,A2,WM_STATE,HgAYACcBAAAEAAIAAAAAhAABVRc9Hg4B,30,0,24,0,39,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,23,61,30,14,1
201,LG_WM_KR,KR,17/11/2017 12:14,A2,WM_STATE,KAAIACcBAAAEAAAAAAAAhAABdh49Hg4B,40,0,8,0,39,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,61,30,14,1
201,LG_WM_KR,KR,17/11/2017 12:26,A2,WM_STATE,PAAAAAAAAAAAAAAAAAAABAABiSg9Hw4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,31,14,0
201,LG_WM_KR,KR,17/11/2017 12:26,A2,WM_WASH_END,PAAAAAAAAAAAAAAAAAAABAABiSg9Hw4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,31,14,0
201,LG_WM_KR,KR,18/11/2017 12:24,A2,WM_STATE,FAAnACcBAAIEAwIAAAAAgAAAAAA9Hw4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,61,31,14,0
201,LG_WM_KR,KR,18/11/2017 12:24,A2,COMMON_WIFI_ON,FAAnACcBAAIEAwIAAAAAhAAAAAA9Hw4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,61,31,14,0
201,LG_WM_KR,KR,18/11/2017 12:25,A2,WM_STATE,FwAnACcBAAIEAwIAAAAAhAAAABQ9Hw4B,23,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,20,61,31,14,1
201,LG_WM_KR,KR,18/11/2017 12:38,A2,WM_STATE,HgAYACcBAAAEAAIAAAAAhAABcxc9Hw4B,30,0,24,0,39,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,23,61,31,14,1
201,LG_WM_KR,KR,18/11/2017 12:53,A2,WM_STATE,KAAIACcBAAAEAAAAAAAAhAABjB49Hw4B,40,0,8,0,39,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,61,31,14,1
201,LG_WM_KR,KR,18/11/2017 13:02,A2,WM_STATE,PAAAAAAAAAAAAAAAAAAABAABoCg9IA4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,32,14,0
201,LG_WM_KR,KR,18/11/2017 13:02,A2,WM_WASH_END,PAAAAAAAAAAAAAAAAAAABAABoCg9IA4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,32,14,0
201,LG_WM_KR,KR,18/11/2017 13:06,A2,COMMON_WIFI_ON,FAAnACcBAAIEAwIAAAAAhAAAADw9IA4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,60,61,32,14,0
201,LG_WM_KR,KR,18/11/2017 13:07,A2,WM_STATE,FwAnACcBAAIEAwIAAAAAhAAAABQ9IA4B,23,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,20,61,32,14,1
201,LG_WM_KR,KR,18/11/2017 13:19,A2,WM_STATE,HgAYACcBAAAEAAIAAAAAhAABfxc9IA4B,30,0,24,0,39,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,23,61,32,14,1
201,LG_WM_KR,KR,18/11/2017 13:36,A2,WM_STATE,KAAIACcBAAAEAAAAAAAAhAABnB49IA4B,40,0,8,0,39,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,61,32,14,1
201,LG_WM_KR,KR,18/11/2017 13:45,A2,WM_STATE,PAAAAAAAAAAAAAAAAAAABAABrig9IQ4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,33,14,0
201,LG_WM_KR,KR,18/11/2017 13:45,A2,WM_WASH_END,PAAAAAAAAAAAAAAAAAAABAABrig9IQ4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,33,14,0
201,LG_WM_KR,KR,19/11/2017 4:35,A2,COMMON_WIFI_ON,FAAnACcBAAIEAwIAAAAAhAAAAAA9IQ4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,61,33,14,0
201,LG_WM_KR,KR,19/11/2017 4:35,A2,WM_PAUSE,BgAnACcBAAIEAwIAAAAAhAAAABQ9IQ4A,6,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,20,61,33,14,0
201,LG_WM_KR,KR,19/11/2017 4:37,A2,WM_STATE,FAA7ADsBAAIEAwMAAAAAAAAAAAY9IQ4A,20,0,59,0,59,1,0,2,4,3,3,0,0,0,0,0,0,0,0,0,6,61,33,14,0
201,LG_WM_KR,KR,19/11/2017 4:37,A2,WM_PAUSE,BgA7ADsBAAIEAwMAAAAABAAAABQ9IQ4A,6,0,59,0,59,1,0,2,4,3,3,0,0,0,0,0,0,0,0,0,20,61,33,14,0
201,LG_WM_KR,KR,19/11/2017 4:37,A2,WM_CONTINUE,FAA7ADsBAAIEAwMAAAAAAAAAAAY9IQ4A,20,0,59,0,59,1,0,2,4,3,3,0,0,0,0,0,0,0,0,0,6,61,33,14,0
201,LG_WM_KR,KR,19/11/2017 4:37,A2,WM_STATE,FAA7ADsBAAIEAwMAAAAAAAAAAAY9IQ4A,20,0,59,0,59,1,0,2,4,3,3,0,0,0,0,0,0,0,0,0,6,61,33,14,0
201,LG_WM_KR,KR,19/11/2017 4:38,A2,WM_STATE,FwEJAQkBAAIEAwMAAAAABAAAABQ9IQ4C,23,1,9,1,9,1,0,2,4,3,3,0,0,0,0,0,0,0,0,0,20,61,33,14,2
201,LG_WM_KR,KR,19/11/2017 4:56,A2,WM_STATE,HgAuAQkBAAAEAAMAAAAABAACFxc9IQ4C,30,0,46,1,9,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,23,61,33,14,2
201,LG_WM_KR,KR,19/11/2017 5:23,A2,WM_STATE,KAALAQkBAAAEAAAAAAAABAACVx49IQ4C,40,0,11,1,9,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,61,33,14,2
201,LG_WM_KR,KR,19/11/2017 5:32,A2,WM_STATE,PAAAAAAAAAAAAAAAAAAABAACbCg9Ig4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,34,14,0
201,LG_WM_KR,KR,19/11/2017 5:32,A2,WM_WASH_END,PAAAAAAAAAAAAAAAAAAABAACbCg9Ig4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,34,14,0
201,LG_WM_KR,KR,20/11/2017 3:48,A2,COMMON_WIFI_ON,FAAnACcBAAIEAwIAAAAAhAAAAAA9Ig4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,61,34,14,0
201,LG_WM_KR,KR,20/11/2017 3:49,A2,WM_STATE,FwAnACcBAAIEAwIAAAAAhAAAABQ9Ig4B,23,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,20,61,34,14,1
201,LG_WM_KR,KR,20/11/2017 3:49,A2,WM_PAUSE,BgAnACcBAAIEAwIAAAAAhAAAABc9Ig4B,6,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,23,61,34,14,1
201,LG_WM_KR,KR,20/11/2017 3:49,A2,WM_CONTINUE,FwAnACcBAAIEAwIAAAAAgAAAAAY9Ig4B,23,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,6,61,34,14,1
201,LG_WM_KR,KR,20/11/2017 3:49,A2,WM_STATE,FwAnACcBAAIEAwIAAAAAgAAAAAY9Ig4B,23,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,6,61,34,14,1
201,LG_WM_KR,KR,20/11/2017 3:55,A2,WM_PAUSE,BgAhACcBAAIEAwIAAAAAhAAAXxc9Ig4B,6,0,33,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,23,61,34,14,1
201,LG_WM_KR,KR,20/11/2017 3:55,A2,WM_STATE,FAEPAQ8BAAMDAwMAAAAAgAAAXwY9Ig4A,20,1,15,1,15,1,0,3,3,3,3,0,0,0,0,0,0,0,0,0,6,61,34,14,0
201,LG_WM_KR,KR,20/11/2017 3:56,A2,WM_STATE,FwEwATABAAMDAwMAAAAAhAAAABQ9Ig4F,23,1,48,1,48,1,0,3,3,3,3,0,0,0,0,0,0,0,0,0,20,61,34,14,5
201,LG_WM_KR,KR,20/11/2017 3:56,A2,WM_PAUSE,BgEwATABAAMDAwMAAAAAhAAAABc9Ig4F,6,1,48,1,48,1,0,3,3,3,3,0,0,0,0,0,0,0,0,0,23,61,34,14,5
201,LG_WM_KR,KR,20/11/2017 3:56,A2,WM_STATE,FAEFAQUBAAIDAwMAAAAABAAAAAY9Ig4A,20,1,5,1,5,1,0,2,3,3,3,0,0,0,0,0,0,0,0,0,6,61,34,14,0
201,LG_WM_KR,KR,20/11/2017 3:56,A2,WM_STATE,FwEmASYBAAIDAwMAAAAABAAAABQ9Ig4F,23,1,38,1,38,1,0,2,3,3,3,0,0,0,0,0,0,0,0,0,20,61,34,14,5
201,LG_WM_KR,KR,20/11/2017 3:56,A2,WM_PAUSE,BgEmASYBAAIDAwMAAAAABAAAABc9Ig4F,6,1,38,1,38,1,0,2,3,3,3,0,0,0,0,0,0,0,0,0,23,61,34,14,5
201,LG_WM_KR,KR,20/11/2017 3:56,A2,WM_STATE,FwEmASYBAAICAwMAAAAAAAAAAAY9Ig4F,23,1,38,1,38,1,0,2,2,3,3,0,0,0,0,0,0,0,0,0,6,61,34,14,5
201,LG_WM_KR,KR,20/11/2017 3:56,A2,WM_PAUSE,BgEmASYBAAICAwMAAAAAAAAAABc9Ig4F,6,1,38,1,38,1,0,2,2,3,3,0,0,0,0,0,0,0,0,0,23,61,34,14,5
201,LG_WM_KR,KR,20/11/2017 3:56,A2,WM_WASH_BEGIN,FAAnACcBAAIEAwIAAAAAgAAAAAY9Ig4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,6,61,34,14,0
201,LG_WM_KR,KR,20/11/2017 3:56,A2,WM_STATE,FAAnACcBAAIEAwIAAAAAgAAAAAY9Ig4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,6,61,34,14,0
201,LG_WM_KR,KR,20/11/2017 3:56,A2,WM_STATE,FwEYARgBAAIEAwIAAAAAhAAAABQ9Ig4F,23,1,24,1,24,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,20,61,34,14,5
201,LG_WM_KR,KR,20/11/2017 4:26,A2,WM_STATE,HgAvARgBAAAEAAIAAAAAhAADtRc9Ig4F,30,0,47,1,24,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,23,61,34,14,5
201,LG_WM_KR,KR,20/11/2017 4:50,A2,WM_STATE,KAAQARgBAAAEAAAAAAAAhAAD6R49Ig4F,40,0,16,1,24,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,61,34,14,5
201,LG_WM_KR,KR,20/11/2017 5:03,A2,WM_STATE,PAAAAAAAAAAAAAAAAAAABAAECCg9Iw4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,35,14,0
201,LG_WM_KR,KR,20/11/2017 5:03,A2,WM_WASH_END,PAAAAAAAAAAAAAAAAAAABAAECCg9Iw4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,35,14,0
201,LG_WM_KR,KR,20/11/2017 9:09,A2,COMMON_WIFI_ON,FAAnACcBAAIEAwIAAAAAhAAAAAA9Iw4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,61,35,14,0
201,LG_WM_KR,KR,20/11/2017 9:09,A2,WM_STATE,FwEYARgBAAIEAwIAAAAAhAAAABQ9Iw4F,23,1,24,1,24,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,20,61,35,14,5
201,LG_WM_KR,KR,20/11/2017 9:39,A2,WM_STATE,HgAvARgBAAAEAAIAAAAAhAADmBc9Iw4F,30,0,47,1,24,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,23,61,35,14,5
201,LG_WM_KR,KR,20/11/2017 10:04,A2,WM_STATE,KAAQARgBAAAEAAAAAAAAhAADzx49Iw4F,40,0,16,1,24,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,61,35,14,5
201,LG_WM_KR,KR,20/11/2017 10:17,A2,WM_STATE,PAAAAAAAAAAAAAAAAAAABAAD7ig9JA4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,36,14,0
201,LG_WM_KR,KR,20/11/2017 10:17,A2,WM_WASH_END,PAAAAAAAAAAAAAAAAAAABAAD7ig9JA4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,36,14,0
201,LG_WM_KR,KR,20/11/2017 10:47,A2,COMMON_WIFI_ON,FAAnACcBAAIEAwIAAAAAhAAAAAA9JA4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,61,36,14,0
201,LG_WM_KR,KR,20/11/2017 10:48,A2,WM_STATE,FwAnACcBAAIEAwIAAAAAhAAAABQ9JA4B,23,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,20,61,36,14,1
201,LG_WM_KR,KR,20/11/2017 11:02,A2,WM_STATE,HgAYACcBAAAEAAIAAAAAhAABlxc9JA4B,30,0,24,0,39,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,23,61,36,14,1
201,LG_WM_KR,KR,20/11/2017 11:23,A2,WM_STATE,KAAIACcBAAAEAAAAAAAAhAAB1B49JA4B,40,0,8,0,39,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,61,36,14,1
201,LG_WM_KR,KR,20/11/2017 11:35,A2,WM_STATE,PAAAAAAAAAAAAAAAAAAABAAB7yg9JQ4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,37,14,0
201,LG_WM_KR,KR,20/11/2017 11:35,A2,WM_WASH_END,PAAAAAAAAAAAAAAAAAAABAAB7yg9JQ4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,37,14,0
201,LG_WM_KR,KR,20/11/2017 11:48,A2,COMMON_WIFI_ON,FAAnACcBAAIEAwIAAAAAhAAAAAA9JQ4A,20,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,61,37,14,0
201,LG_WM_KR,KR,20/11/2017 11:49,A2,WM_STATE,FwAnACcBAAIEAwIAAAAAhAAAABQ9JQ4B,23,0,39,0,39,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,20,61,37,14,1
201,LG_WM_KR,KR,20/11/2017 12:02,A2,WM_STATE,HgAYACcBAAAEAAIAAAAAhAABdRc9JQ4B,30,0,24,0,39,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,23,61,37,14,1
201,LG_WM_KR,KR,20/11/2017 12:17,A2,WM_STATE,KAAIACcBAAAEAAAAAAAAhAABkR49JQ4B,40,0,8,0,39,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,61,37,14,1
201,LG_WM_KR,KR,20/11/2017 12:29,A2,WM_STATE,PAAAAAAAAAAAAAAAAAAABAABpSg9Jg4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,38,14,0
201,LG_WM_KR,KR,20/11/2017 12:30,A2,WM_WASH_END,PAAAAAAAAAAAAAAAAAAABAABpSg9Jg4A,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,38,14,0
201,LG_WM_KR,KR,20/11/2017 12:38,A2,COMMON_WIFI_ON,HgATABMFAAADAAEAAAAABAAAAAA9Jg4F,30,0,19,0,19,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,61,38,14,5
201,LG_WM_KR,KR,16/11/2017 11:00,A3,COMMON_WIFI_ON,BQEQARABAAIFAQQAAAAAgAAAADwzJgcA,5,1,16,1,16,1,0,2,5,1,4,0,0,0,0,0,0,0,0,0,60,51,38,7,0
201,LG_WM_KR,KR,16/11/2017 11:00,A3,WM_WASH_BEGIN,FAEQARABAAIFAQQAAAAAgAAAAAUzJgcA,20,1,16,1,16,1,0,2,5,1,4,0,0,0,0,0,0,0,0,0,5,51,38,7,0
201,LG_WM_KR,KR,16/11/2017 11:00,A3,WM_STATE,FAEQARABAAIFAQQAAAAAgAAAAAUzJgcA,20,1,16,1,16,1,0,2,5,1,4,0,0,0,0,0,0,0,0,0,5,51,38,7,0
201,LG_WM_KR,KR,16/11/2017 11:01,A3,WM_STATE,FwEYARgBAAIFAQQAAAAAhAAAABQzJgcC,23,1,24,1,24,1,0,2,5,1,4,0,0,0,0,0,0,0,0,0,20,51,38,7,2
201,LG_WM_KR,KR,16/11/2017 11:07,A3,WM_PAUSE,BgEQARgBAAIFAQQAAAAAhAAADBczJgcC,6,1,16,1,24,1,0,2,5,1,4,0,0,0,0,0,0,0,0,0,23,51,38,7,2
201,LG_WM_KR,KR,16/11/2017 11:07,A3,WM_CONTINUE,FwEQARgBAAIFAQQAAAAAgAAADQYzJgcC,23,1,16,1,24,1,0,2,5,1,4,0,0,0,0,0,0,0,0,0,6,51,38,7,2
201,LG_WM_KR,KR,16/11/2017 11:07,A3,WM_STATE,FwEQARgBAAIFAQQAAAAAgAAADQYzJgcC,23,1,16,1,24,1,0,2,5,1,4,0,0,0,0,0,0,0,0,0,6,51,38,7,2
201,LG_WM_KR,KR,16/11/2017 11:16,A3,COMMON_WIFI_ON,FwEGARgBAAIFAQQAAAAAhAAAJQYzJgcC,23,1,6,1,24,1,0,2,5,1,4,0,0,0,0,0,0,0,0,0,6,51,38,7,2
201,LG_WM_KR,KR,16/11/2017 11:22,A3,WM_STATE,HgEAARgBAAAFAAQAAAAAhAAANRczJgcC,30,1,0,1,24,1,0,0,5,0,4,0,0,0,0,0,0,0,0,0,23,51,38,7,2
201,LG_WM_KR,KR,16/11/2017 12:17,A3,WM_STATE,KAALARgBAAAFAAAAAAAAhAAArB4zJgcC,40,0,11,1,24,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,30,51,38,7,2
201,LG_WM_KR,KR,16/11/2017 12:27,A3,WM_STATE,PAAAAAAAAAAAAAAAAAAABAAAwSgzJwcA,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,51,39,7,0
201,LG_WM_KR,KR,16/11/2017 12:27,A3,WM_WASH_END,PAAAAAAAAAAAAAAAAAAABAAAwSgzJwcA,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,51,39,7,0
201,LG_WM_KR,KR,16/11/2017 21:33,A3,WM_STATE,BgATABMFAAADAAEAAAAAAAAAAB4zJwcF,6,0,19,0,19,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,30,51,39,7,5
201,LG_WM_KR,KR,16/11/2017 21:33,A3,WM_WASH_BEGIN,HgATABMFAAADAAEAAAAAAAAAADwzJwcF,30,0,19,0,19,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,60,51,39,7,5
201,LG_WM_KR,KR,16/11/2017 21:33,A3,WM_PAUSE,BgATABMFAAADAAEAAAAAAAAAAB4zJwcF,6,0,19,0,19,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,30,51,39,7,5
201,LG_WM_KR,KR,16/11/2017 21:33,A3,COMMON_WIFI_ON,BgATABMFAAAFAAEAAAAAAAAAAB4zJwcF,6,0,19,0,19,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,30,51,39,7,5
201,LG_WM_KR,KR,16/11/2017 21:33,A3,WM_STATE,HgATABMFAAAFAAEAAAAAAAAAAAYzJwcF,30,0,19,0,19,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,6,51,39,7,5
201,LG_WM_KR,KR,16/11/2017 21:41,A3,WM_STATE,KAAMABMFAAAFAAAAAAAABAAADx4zJwcF,40,0,12,0,19,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,30,51,39,7,5
201,LG_WM_KR,KR,16/11/2017 21:56,A3,WM_STATE,PAAAAAAAAAAAAAAAAAAABAAAKygzJwcA,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,51,39,7,0
201,LG_WM_KR,KR,16/11/2017 21:56,A3,WM_WASH_END,PAAAAAAAAAAAAAAAAAAABAAAKygzJwcA,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,51,39,7,0
201,LG_WM_KR,KR,17/11/2017 3:11,A3,COMMON_WIFI_ON,BQAAAAAAAAAAAAAAAAAAAAAAADwzJwcA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,51,39,7,0
201,LG_WM_KR,KR,17/11/2017 3:11,A3,WM_WASH_BEGIN,FAIgAiAQAAIDAAIAAAAQAAAAAAUzJwcA,20,2,32,2,32,16,0,2,3,0,2,0,0,0,0,1,0,0,0,0,5,51,39,7,0
201,LG_WM_KR,KR,17/11/2017 3:11,A3,WM_STATE,FAIgAiAQAAIDAAIAAAAQAAAAAAUzJwcA,20,2,32,2,32,16,0,2,3,0,2,0,0,0,0,1,0,0,0,0,5,51,39,7,0
201,LG_WM_KR,KR,17/11/2017 3:12,A3,WM_STATE,FwIdAh0QAAIDAAIAAAAQBAAAABQzJwcB,23,2,29,2,29,16,0,2,3,0,2,0,0,0,0,1,0,0,0,0,20,51,39,7,1
201,LG_WM_KR,KR,17/11/2017 3:12,A3,WM_PAUSE,BgIdAh0QAAIDAAIAAAAQBAAAABczJwcB,6,2,29,2,29,16,0,2,3,0,2,0,0,0,0,1,0,0,0,0,23,51,39,7,1
